FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_NUMBER,StreetNumber,StreetName,CCHLO_Code,CCLHO_Name,FIPS_Couunty_Code
630007661,SUPPORTIVE HOME HEALTH CARE CORPORATION,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4520 WILSHIRE BLVD,LOS ANGELES,90010,"LAVRETSKY, IRENE",SUPORTIVEHC@SBCGLOBAL.NET,(213) 383-1198,(213) 383-1188,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000390,SUPPORTIVE HOME HEALTH CARE CORPORATION,21-Dec-06,21-Dec-15,,PROFIT CORP,34.061898,-118.3282,"(34.061898, -118.3282)",406196973,4520,WILSHIRE BLVD,19,LOS ANGELES,37
630007664,ELEVATE  HEALTH,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,201 COVINA AVE,LONG BEACH,90803,"RAMIREZ, RALPH F",INFO@ELEVATEHEALTH.COM,(866) 379-7509,(800) 880-1405,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000481,"ELEVATE HOME HEALTH, LLC",13-Jan-07,8-Mar-16,,LIMITED LIABILITY COMPANY,33.759656,-118.134079,"(33.759656, -118.134079)",406196967,201,COVINA AVE,62,LONG BEACH,37
630007681,BLACKHAWK SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,3600 BLACKHAWK PLAZA CIR,DANVILLE,94506,,,,(925) 736-5757,60,CONTRA COSTA,2,EAST BAY,Y,,,,,,,37.800277,-121.917793,"(37.800277, -121.917793)",,3600,BLACKHAWK PLAZA CIR,7,CONTRA COSTA,13
630011464,"ASPEN SURGERY CENTER, LLC",ASC,"SURGICAL CLINIC 	",Non-LTC,0,133 LA CASA VIA,WALNUT CREEK,94598,"SCHLETEWITZ, KAREN",,,(925) 947-3282,60,CONTRA COSTA,2,EAST BAY,Y,,,,,,,37.911487,-122.040627,"(37.911487, -122.040627)",,133,LA CASA VIA,7,CONTRA COSTA,13
630007701,"UNITED CARE HOME HEALTHCARE AGENCY, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,16921 PARTHENIA ST,NORTHRIDGE,91343,"KORCHINSKAYA, SUSANNA",SUSANK@UCHOMECARE.COM,(818) 892-3044,(818) 892-3040,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000214,"UNITED CARE HOME HEALTHCARE AGENCY, INC.",24-Jun-06,24-Jun-15,,PROFIT CORP,34.228519,-118.500987,"(34.228519, -118.500987)",406196782,16921,PARTHENIA ST,19,LOS ANGELES,37
630007721,FINEST HOME HEALTH CARE,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,5806 MONTEREY PARK,LOS ANGELES,90042,"PAREL, OSCAR",OSCARPAREL@YAHOO.COM,(818) 830-1633,(818) 452-4744,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000165,OSCAR VICTORIA CORPORATION,20-May-06,5-Oct-15,,PROFIT CORP,34.104014,-118.185089,"(34.104014, -118.185089)",406197070,5806,MONTEREY PARK,19,LOS ANGELES,37
630007722,"BOULEVARD SURGICENTER, INC.",ASC,"SURGICAL CLINIC 	",Non-LTC,0,16030 VENTURA BLVD,ENCINO,91436,"BERGER, SAUL",DR.BERGER@ATT.NET,(818) 990-7474,(818) 990-4545,200,LOS ANGELES,93,LOS ANGELES COUNTY EAST,Y,,,,,,,34.156164,-118.482367,"(34.156164, -118.482367)",,16030,VENTURA BLVD,19,LOS ANGELES,37
630007723,ACCESS TLC HOME HEALTH CARE,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,18747 SHERMAN WAY,RESEDA,91335,"CHILTON, SHELLEY",VITALPLUS@SBCGLOBAL.NET,(818) 551-1991,(818)551-1900,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000243,VITAL PLUS HOME HEALTH CARE,8-Jul-06,22-Mar-16,,PROFIT CORP,34.2012,-118.541986,"(34.2012, -118.541986)",406196792,18747,SHERMAN WAY,19,LOS ANGELES,37
630007724,"VALENTINE HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,16206 CLARK AVE,BELLFLOWER,90706,"AYENI BIOSAH, PAT I",BIOCALRP@AOL.COM,(562) 261-5129,(562) 916-3381,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000386,"VALENTINE HEALTH CARE, INC.",22-Nov-06,22-Nov-15,,PROFIT CORP,33.887036,-118.133928,"(33.887036, -118.133928)",406196896,16206,CLARK AVE,19,LOS ANGELES,37
630007725,"WELLNESS HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,300 W GLENOAKS BLVD,GLENDALE,91202,"SEVEAD, MASIHIVARTANIAN",WELLNESSHOMEHEALTHCARE@YAHOO.COM,(818) 638-8766,(818) 638-8767,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000345,"WELLNESS HOME HEALTH CARE, INC.",7-Nov-06,8-Nov-15,,PROFIT CORP,34.158232,-118.252013,"(34.158232, -118.252013)",406196926,300,W GLENOAKS BLVD,19,LOS ANGELES,37
630007726,"WESCARE HOME HEALTH PROVIDERS, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,16921 PARTHENIA ST,NORTHRIDGE,91343,"TAY TAN, THIAN",LATSG@AOL.COM,,(818) 672-8808,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000222,"WESCARE HOME HEALTH PROVIDERS, INC.",9-Jun-06,14-Mar-16,,PROFIT CORP,34.228519,-118.500987,"(34.228519, -118.500987)",406196776,16921,PARTHENIA ST,19,LOS ANGELES,37
630007727,"WESTSIDE HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3171 LOS FELIZ BLVD,LOS ANGELES,90039,"NAGUIT, JONATHAN A",WESTSIDEHHI@YAHOO.COM,(323) 644-9822,(323) 644-9814,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000396,"WESTSIDE HOME HEALTH, INC.",20-Dec-06,14-Nov-15,,PROFIT CORP,34.123688,-118.268196,"(34.123688, -118.268196)",406196915,3171,LOS FELIZ BLVD,19,LOS ANGELES,37
630007801,"AAA HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,150 E OLIVE AVE,BURBANK,91502,"FABIAN, ARLENE",AAAGINEGS@YAHOO.COM,(818) 244-0696,(818) 244-0698,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000291,"AAA HOME HEALTH SERVICES, INC.",27-Oct-06,27-Jan-16,,PROFIT CORP,34.180581,-118.308974,"(34.180581, -118.308974)",406196836,150,E OLIVE AVE,19,LOS ANGELES,37
630007821,ACES HOME HEALTHCARE SERVICES  INC.,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4959 PALO VERDE ST,MONTCLAIR,91763,"JACKSON, INGRID",BOBBYEW@ACES-HEALTHCARE.COM,(909) 447-4445,(909) 447-4444,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550000443,"ACES HOME HEALTHCARE SERVICES, INC.",3-Feb-07,1-Feb-16,,PROFIT CORP,34.081307,-117.696914,"(34.081307, -117.696914)",406364416,4959,PALO VERDE ST,36,SAN BERNARDINO,71
630007901,SOUTH BAY SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,16130 JUAN HERNANDEZ DR,MORGAN HILL,95037,,WENDY@SOUTHBAYSURGERYCENTER.COM,(408) 782-6802,(408) 778-5819,530,SANTA CLARA,7,SAN JOSE,Y,550000124,,17-Feb-06,17-Nov-07,,,37.120052,-121.630528,"(37.120052, -121.630528)",,16130,JUAN HERNANDEZ DR,43,SANTA CLARA,85
630007941,JWCH NORWALK REGIONAL HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,12360 FIRESTONE BLVD,NORWALK,90650,"BALLESTEROS, AL",PGREGERSON@JWCHINSTITUTE.ORG,(562) 281-0309,(562) 281-0305,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550000250,"JWCH INSTITUTE, INC.",29-Aug-06,1-Nov-15,,NONPROFIT CORP,33.906124,-118.069765,"(33.906124, -118.069765)",306196808,12360,FIRESTONE BLVD,19,LOS ANGELES,37
630007961,CEDAR RIDGE HOUSE ICF/DD-N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,5241 CEDAR RIDGE WAY,ANTIOCH,94531,"ABESAMIS, JUDITH C",,(925) 978-2761,(925) 757-1379,60,CONTRA COSTA,2,EAST BAY,Y,550000149,"LESMONI, INC.",19-Apr-06,28-Nov-15,,PROFIT CORP,37.958108,-121.800429,"(37.958108, -121.800429)",,5241,CEDAR RIDGE WAY,7,CONTRA COSTA,13
630007981,"D & B HEALTH CARE PROFESSIONALS BURBANK, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,"12140 ARTESIA BLVD., SUITE 202",ARTESIA,90701,"JAMILLA, LUZVIMINDA G",,(818) 848-8878,(818) 848-8887,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000413,"D & B HEALTH CARE PROFESSIONALS BURBANK, INC.",28-Dec-06,4-Dec-15,,PROFIT CORP,33.873005,-118.073292,"(33.873005, -118.073292)",406196925,12140,"ARTESIA BLVD., SUITE 202",19,LOS ANGELES,37
630008001,"WELLBOUND OF SANTA ROSA, LLC",ESRD,"CHRONIC DIALYSIS CLINIC	",Non-LTC,0,2301 CIRCADIAN WAY,SANTA ROSA,95407,,,,,590,SONOMA,11,SANTA ROSA/REDWOOD COAST,Y,,,,,,,38.421466,-122.753671,"(38.421466, -122.753671)",,2301,CIRCADIAN WAY,49,SONOMA,97
630008061,"OBRIA MEDICAL CLINICS OF SOUTHERN CALIFORNIA, INC. - BUENA PARK",COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,8352 COMMONWEALTH AVE,BUENA PARK,90620,"BORBA-WALLACE, JENNIFER",MLEONE@OBRIAMEDICAL.ORG,(949) 273-5041,(714) 524-5545,400,ORANGE,6,ORANGE COUNTY,Y,550000145,"OBRIA MEDICAL CLINICS OF SOUTHERN CALIFORNIA, INC.",12-Apr-06,12-Apr-16,,NONPROFIT CORP,33.869846,-117.987285,"(33.869846, -117.987285)",,8352,COMMONWEALTH AVE,30,ORANGE,59
630008062,"ABSOLUTE HOME HEALTH AGENCY, INC",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,5021A SAN VICENTE BLVD,LOS ANGELES,90019,"NTUEN, CHERRILYN",ABSOLUTEATEN07@YAHOO.COM,(323) 634-9586,(323) 634-9585,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000192,"ABSOLUTE HOME HEALTH AGENCY, INC.",30-May-06,30-May-15,,PROFIT CORP,34.05078,-118.345347,"(34.05078, -118.345347)",,5021A,SAN VICENTE BLVD,19,LOS ANGELES,37
630008101,"MARY'S HELP HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2503 SPRINGS RD,VALLEJO,94591,"IBANEZ, IMELDA L",MARYSHELP@SBCGLOBAL.NET,(707) 645-8929,(707) 645-7447,580,SOLANO,11,SANTA ROSA/REDWOOD COAST,Y,550000539,"MARY'S HELP HOME HEALTH SERVICES, INC.",11-Jun-07,11-Jun-15,,PROFIT CORP,38.105934,-122.210715,"(38.105934, -122.210715)",406484051,2503,SPRINGS RD,48,SOLANO,95
630008102,THE ENDOSCOPY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,700 GARDEN VIEW CT,ENCINITAS,92024,"KUMAR, PIYUSH",,,(760) 274-2700,470,SAN DIEGO,8,SAN DIEGO NORTH,Y,,,,,,,33.059182,-117.260654,"(33.059182, -117.260654)",,700,GARDEN VIEW CT,37,SAN DIEGO,73
630008121,"ACCESS HOME HEALTH CARE, INC",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,18780 AMAR RD,WALNUT,91789,"NAVARRO, LILIBETH C",LIBTH8@AOL.COM,(626) 965-2128,(626) 965-2084,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000280,"ACCESS HOME HEALTH CARE, INC.",23-Oct-06,23-Nov-15,,PROFIT CORP,34.028044,-117.892656,"(34.028044, -117.892656)",406196826,18780,AMAR RD,19,LOS ANGELES,37
630008124,"BEST CARE HOME HEALTH AGENCY, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3451 TORRANCE BLVD,TORRANCE,90503,"OJIYI, ERIC",BESTCARE4@VERIZON.NET,(310) 540-2748,(310) 540-2637,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000317,"BEST CARE HOME HEALTH AGENCY, INC.",22-Nov-06,22-Nov-15,,PROFIT CORP,33.837632,-118.346247,"(33.837632, -118.346247)",406196858,3451,TORRANCE BLVD,19,LOS ANGELES,37
630008141,"BRIGHT CARE HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3925 ROSEMEAD BLVD,ROSEMEAD,91770,"DU, RU SHI",BRIGHTCARE8@YAHOO.COM,(626) 285-2389,(626) 285-9698,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000377,"BRIGHT CARE HOME HEALTH, INC.",12-Dec-06,12-Dec-15,,PROFIT CORP,34.079189,-118.073254,"(34.079189, -118.073254)",406196898,3925,ROSEMEAD BLVD,19,LOS ANGELES,37
630008162,REAGAN STREET SURGERY CENTER,ASC,"SURGICAL CLINIC 	",Non-LTC,0,10904 REAGAN ST,LOS ALAMITOS,90720,"VON WINCKELMANN, PAULA",PAULA.VONWINCKELMANN@TENETHEALTH.COM,(562) 596-3142,(562) 596-3140,400,ORANGE,6,ORANGE COUNTY,Y,550000643,"REAGAN STREET SURGERY CENTER, LLC",8-Aug-07,8-Aug-08,,LIMITED LIABILITY COMPANY,33.804199,-118.069236,"(33.804199, -118.069236)",,10904,REAGAN ST,30,ORANGE,59
630008203,"CALIPSO HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,16909 PARTHENIA ST,NORTHRIDGE,91343,"SIAOTONG, JENNIFER I",ARMENZAK@AOL.COM,(818) 358-0330,(818) 385-0030,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000167,"CALIPSO HOME HEALTH CARE, INC.",16-May-06,16-May-16,,PROFIT CORP,34.228515,-118.500606,"(34.228515, -118.500606)",406196766,16909,PARTHENIA ST,19,LOS ANGELES,37
630008241,CARE DIMENSIONS,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,155 N LAKE AVE,PASADENA,91101,"TEP, DAVID",GCASTROMANYOR@YAHOO.COM,(626)628-2198,(626) 262-4444,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000329,"CARE DIMENSIONS, LLC",30-Nov-06,31-Jan-16,,LIMITED LIABILITY COMPANY,34.148562,-118.132397,"(34.148562, -118.132397)",406196872,155,N LAKE AVE,63,PASADENA,37
630008242,DEDICATED HOME HEALTH AGENCY,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,133 N ALTADENA DR,PASADENA,91107,"MARAPAO, ABUNDIO D",DEDICATED133@SBCGLOBAL.NET,(626) 844-1860,(626) 844-1880,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000276,"CALIFORNIA INTERNATIONAL NURSING SERVICES, INC.",7-Oct-06,7-Nov-15,,PROFIT CORP,34.148444,-118.098657,"(34.148444, -118.098657)",406196823,133,N ALTADENA DR,63,PASADENA,37
630008243,"ALL SMILES HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,6345 BALBOA BLVD,ENCINO,91316,"DAVIDYAN, VLADA",IRINAB@ALLSMILESHOMEHEALTH.COM,(818) 788-4144,(818) 788-4180,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000378,"ALL SMILES HOME HEALTH CARE, INC.",20-Dec-06,3-Apr-16,,PROFIT CORP,34.18613,-118.501227,"(34.18613, -118.501227)",406197193,6345,BALBOA BLVD,19,LOS ANGELES,37
630008261,"DESTINY HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,410-412 E. FLORENCE AVENUE,INGLEWOOD,90302,"OPUNI, GRACE",DESTINYHOMEHEALTH@YAHOO.COM,(310) 672-2111,(310) 672-2555,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000339,"DESTINY HOME HEALTH SERVICES, INC.",31-Oct-06,31-May-16,,PROFIT CORP,,,,406196864,410,-412 E. FLORENCE AVENUE,19,LOS ANGELES,37
630008282,"ER HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,433 N 4TH ST,MONTEBELLO,90640,"VILLANUEVA, ESTHER",ERHOMEHEALTH@YAHOO.COM,(323) 887-4134,(323) 887-2883,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000323,"ER HOME HEALTH, INC.",22-Nov-06,22-Nov-15,,PROFIT CORP,34.01551,-118.102035,"(34.01551, -118.102035)",406196863,433,N 4TH ST,19,LOS ANGELES,37
630010601,GERINET HEALTHCARE,HOSPICE,"HOSPICE	",Non-LTC,0,12620 ERICKSON AVE,DOWNEY,90242,"NABB, LARRY",,(562) 904-2154,(562) 904-6777,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000196,"GERINET PHYSICIANS SERVICES, INC",9-Jun-06,9-Jun-14,,PROFIT CORP,33.926312,-118.159804,"(33.926312, -118.159804)",406197158,12620,ERICKSON AVE,19,LOS ANGELES,37
630008301,"FAMILY HOME HEALTH AGENCY, LLC",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,411 E HUNTINGTON DR,ARCADIA,91006,"TORRES, CARINA ROSETTE D",FAMILYHHHEALTHLLC@SBCGLOBAL.NET,(626) 446-8501,(626) 446-8500,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000290,"FAMILY HOME HEALTH AGENCY, LLC",30-Oct-06,20-Feb-16,,LIMITED LIABILITY COMPANY,34.140272,-118.02134,"(34.140272, -118.02134)",,411,E HUNTINGTON DR,19,LOS ANGELES,37
630008302,"EFFICIENT HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,8925 SEPULVEDA BLVD,NORTH HILLS,91343,"APPEL, NAOMI",EFFICIENTHHS@VERIZON.NET,(818) 891-1061,(818) 891-5114,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000332,"EFFICIENT HOME HEALTH SERVICES, INC.",6-Dec-06,6-Dec-15,,PROFIT CORP,34.232389,-118.467795,"(34.232389, -118.467795)",406196874,8925,SEPULVEDA BLVD,19,LOS ANGELES,37
630008321,"OBRIA MEDICAL CLINICS OF SOUTHERN CALIFORNIA, INC.",COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1215 E CHAPMAN AVE,ORANGE,92866,"KERR, MEGAN",,,(714) 836-5447,400,ORANGE,6,ORANGE COUNTY,Y,550000188,"OBRIA MEDICAL CLINICS OF SOUTHERN CALIFORNIA, INC.",12-Jun-06,12-Jun-15,,NONPROFIT CORP,33.787876,-117.840547,"(33.787876, -117.840547)",306304514,1215,E CHAPMAN AVE,30,ORANGE,59
630008341,"FOREVER CARING HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3756 SANTA ROSALIA DR,LOS ANGELES,90008,"SELICO, SHARON J",EVERCARING1@AOL.COM,(323) 293-7123,(323) 293-7072,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000335,"FOREVER CARING HOME HEALTH SERVICES, INC.",28-Nov-06,28-Nov-15,,PROFIT CORP,34.008925,-118.338925,"(34.008925, -118.338925)",406196873,3756,SANTA ROSALIA DR,19,LOS ANGELES,37
630008361,"HEALTHY LIVING AT HOME - LOS ANGELES, LLC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,150 E OLIVE AVE,BURBANK,91502,"BAUTISTA, EVANGELINE G",FBUTISTA696@EARTHLINK.NET,(818) 557-8356,(818) 557-8310,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000333,"HEALTHY LIVING AT HOME - LOS ANGELES, LLC",28-Nov-06,22-Jul-15,,LIMITED LIABILITY COMPANY,34.180581,-118.308974,"(34.180581, -118.308974)",406196878,150,E OLIVE AVE,19,LOS ANGELES,37
630008401,"GOODWILL PLUS, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,233 E POMONA BLVD,MONTEREY PARK,91755,"CALUAG, MA ALMA V",GOODWILL_PLUS@HOTMAIL.COM,(323) 725-7864,(323) 725-7620,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000299,"GOODWILL PLUS, INC.",9-Nov-06,1-Nov-15,,PROFIT CORP,34.033639,-118.128056,"(34.033639, -118.128056)",406196834,233,E POMONA BLVD,19,LOS ANGELES,37
630008421,CARRILLO SURGERY CENTER INC,ASC,"SURGICAL CLINIC 	",Non-LTC,0,401 E CARRILLO ST,SANTA BARBARA,93101,,,,(805) 963-4785,520,SANTA BARBARA,5,VENTURA,Y,,,,,,,34.425891,-119.697227,"(34.425891, -119.697227)",,401,E CARRILLO ST,42,SANTA BARBARA,83
630008441,"GLENDALE ENDOSCOPY CENTER, LLC",ASC,"SURGICAL CLINIC 	",Non-LTC,0,824 N GLENDALE AVE,GLENDALE,91206,"O'BRIEN, TIM",,,(818) 654-9301,200,LOS ANGELES,93,LOS ANGELES COUNTY EAST,Y,550000645,"GLENDALE ENDOSCOPY CENTER, LLC",3-Dec-07,3-Dec-07,,LIMITED LIABILITY COMPANY,34.136165,-118.251503,"(34.136165, -118.251503)",,824,N GLENDALE AVE,19,LOS ANGELES,37
630008462,"HANNAH HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,5768 W PICO BLVD,LOS ANGELES,90019,"YOUNGBLOOD, ADRIENNE",HANNONHOME@SBCGLOBAL.NET,(323) 936-6432,(323) 936-6484,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000315,HANNAH HOME HEALTH INC.,20-Nov-06,3-Jul-15,,PROFIT CORP,34.051002,-118.364191,"(34.051002, -118.364191)",,5768,W PICO BLVD,19,LOS ANGELES,37
630008481,"HAPPY HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,20945 DEVONSHIRE ST,CHATSWORTH,91311,"ALVARADO, JANETTE",HAPPYHEALTHCARE@HHCHEALTHCARE.NET,(818) 884-6102,(818) 884-6100,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000321,"HAPPY HEALTH CARE, INC.",22-Nov-06,22-Nov-15,,PROFIT CORP,34.257271,-118.589536,"(34.257271, -118.589536)",406196862,20945,DEVONSHIRE ST,19,LOS ANGELES,37
630008482,HOLY INFANT HOME CARE,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,791 MARYLIND AVE,CLAREMONT,91711,"OCHOCO, OFELIA A",HOLYINFANTHOMECARE@VERIZON.NET,(909) 399-3272,(909) 603-9312,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000215,"HOLY INFANT HOME CARE, INC.",17-Jun-06,17-Jun-16,,PROFIT CORP,34.108664,-117.699215,"(34.108664, -117.699215)",406196783,791,MARYLIND AVE,19,LOS ANGELES,37
630008484,"HEAVENLY HOME HEALTHCARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4430 SANTA MONICA BLVD,LOS ANGELES,90029,"ZAKARYAN, ALBERT",INFOR@HEAVENLYHHC.COM,(323) 662-0189,(323) 662-7071,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000279,"HEAVENLY HOME HEALTH CARE, INC.",21-Oct-06,21-Nov-15,,PROFIT CORP,34.090832,-118.285711,"(34.090832, -118.285711)",406196825,4430,SANTA MONICA BLVD,19,LOS ANGELES,37
630008485,"HEALTHNET HOME CARE SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2025 N GLENOAKS BLVD,BURBANK,91504,,,(818) 846-8486,(818) 846-8483,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000336,"HEALTHNET HOME CARE SERVICES, INC.",1-Nov-06,1-Nov-15,,PROFIT CORP,34.197217,-118.325492,"(34.197217, -118.325492)",406196877,2025,N GLENOAKS BLVD,19,LOS ANGELES,37
630008502,SILVERADO HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,601 S GLENOAKS BLVD,BURBANK,91502,"HUDES, JENNIFER",LAVANESYAN@SILVERADOHOSPICE.COM,(818) 848-8464,(818) 848-4048,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000578,"SILVERADO HOSPICE, INC",3-Aug-07,3-Nov-15,,PROFIT CORP,34.179141,-118.300862,"(34.179141, -118.300862)",,601,S GLENOAKS BLVD,19,LOS ANGELES,37
630008503,"ACTIVE HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,704 S VICTORY BLVD,BURBANK,91502,"AGAZARYAN, DINA",ACTIVEHOSPICECARE@SBCGLOBAL.NET,(818) 848-8229,(818) 848-8222,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000320,"ACTIVE HOSPICE CARE, INC.",24-Nov-06,24-Nov-14,,PROFIT CORP,34.168873,-118.310737,"(34.168873, -118.310737)",406197122,704,S VICTORY BLVD,19,LOS ANGELES,37
630008521,"CARECHOICES HOSPICE & PALLIATIVE SERVICES, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,5 CORPORATE PARK,IRVINE,92606,"REDING, TONYA",INFO@CARECHOICES.NET,(949) 777-8629,(949) 777-8600,400,ORANGE,6,ORANGE COUNTY,Y,550000207,"CARECHOICES HOSPICE AND PALLIATIVE SERVICES, INC.",28-May-06,19-Dec-14,,PROFIT CORP,33.691036,-117.827838,"(33.691036, -117.827838)",406304518,5,CORPORATE PARK,30,ORANGE,59
630008541,"TESCA HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,8514 ARTESIA BLVD,BELLFLOWER,90706,"ABELLA, ANNABELLE G",TESCAHOSPICEINC@GMAIL.COM,(562) 272-0150,(562) 272-6677,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000258,"TESCA HOSPICE, INC.",16-Jul-06,23-Nov-15,,PROFIT CORP,33.874625,-118.150757,"(33.874625, -118.150757)",406196812,8514,ARTESIA BLVD,19,LOS ANGELES,37
630008542,SACRED HEART OF CALIFORNIA,HOSPICE,"HOSPICE	",Non-LTC,0,3699 WILSHIRE BLVD,LOS ANGELES,90010,"LOPEZ, MAXIMINO, JR. M",SACREDHEART.CALIFORNIA@GMAIL.COM,(213) 368-0258,(213) 368-0254,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550000246,"SACRED ONE HOSPICE, INC.",1-Jul-06,15-Aug-15,,PROFIT CORP,34.061791,-118.306228,"(34.061791, -118.306228)",406196795,3699,WILSHIRE BLVD,19,LOS ANGELES,37
